date,state,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80
16/5/2022,W.P. Putrajaya,38,0,17,629,0,4,1,11,22,5,5,27,1,4,1,5,4,12,7,4,1,0,0
17/5/2022,Johor,64,1,35,2901,0,5,1,12,46,5,2,47,10,2,3,2,13,20,9,5,7,2,1
17/5/2022,Kedah,59,0,58,111,0,8,0,18,33,7,3,40,9,7,0,3,10,11,10,9,5,3,1
17/5/2022,Kelantan,14,0,26,213,0,3,0,7,4,3,0,9,2,0,3,0,3,1,5,0,0,2,0
17/5/2022,Melaka,34,0,80,1848,0,6,0,6,22,3,1,25,5,3,0,1,6,6,6,7,3,2,0
17/5/2022,Negeri Sembilan,112,0,107,1439,0,9,4,37,62,12,21,73,6,4,8,21,18,32,12,11,3,2,1
17/5/2022,Pahang,22,0,23,811,0,10,0,4,8,2,1,16,3,2,0,1,5,3,4,4,2,1,0
17/5/2022,Perak,95,0,107,1372,0,12,0,23,60,12,2,62,19,8,4,2,22,22,15,3,10,6,3
17/5/2022,Perlis,5,0,5,73,0,2,0,1,2,2,0,3,0,2,0,0,3,0,0,0,0,0,0
17/5/2022,Pulau Pinang,123,0,250,921,0,15,3,30,75,21,15,77,10,6,15,15,18,12,30,17,6,4,0
17/5/2022,Sabah,27,2,163,4465,0,4,0,7,16,0,2,20,5,0,0,2,5,10,2,3,2,2,1
17/5/2022,Sarawak,29,0,59,336,0,5,0,7,17,5,0,19,5,3,2,0,7,7,2,3,0,2,3
17/5/2022,Selangor,615,0,554,10991,0,64,9,113,429,68,39,448,60,31,37,39,174,135,94,45,36,16,8
17/5/2022,Terengganu,13,0,25,383,0,3,0,2,8,2,0,8,3,2,0,0,2,2,2,2,0,2,1
17/5/2022,W.P. Kuala Lumpur,219,0,288,3990,0,15,3,29,172,15,12,178,14,8,7,12,61,59,45,13,8,4,2
17/5/2022,W.P. Labuan,6,0,18,34,0,2,0,0,4,2,0,4,0,2,0,0,1,1,1,1,0,0,0
17/5/2022,W.P. Putrajaya,32,0,38,623,0,3,4,8,17,8,5,18,1,1,7,5,3,10,2,3,1,0,0
18/5/2022,Johor,63,2,251,2712,0,3,2,4,54,3,0,49,11,1,2,0,19,16,4,10,3,6,2
18/5/2022,Kedah,64,0,53,122,0,6,3,13,42,5,4,47,8,3,2,4,16,18,11,2,4,2,2
18/5/2022,Kelantan,13,0,28,198,0,3,1,6,3,2,2,5,4,1,1,2,2,2,0,1,1,2,1
18/5/2022,Melaka,91,0,58,1880,0,10,1,23,57,7,7,61,16,4,3,7,20,21,13,7,5,7,4
18/5/2022,Negeri Sembilan,129,0,104,1463,0,8,2,37,82,7,24,89,9,3,4,24,31,22,22,14,7,2,0
18/5/2022,Pahang,26,0,32,805,0,6,0,7,13,3,1,20,2,3,0,1,7,5,1,7,1,1,0
18/5/2022,Perak,94,2,131,1334,0,10,3,19,62,7,3,66,18,3,4,3,29,22,6,9,8,5,5
18/5/2022,Perlis,3,0,7,69,0,0,0,2,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0
18/5/2022,Pulau Pinang,145,0,205,858,0,14,1,47,83,17,25,95,8,3,14,25,28,9,33,25,6,2,0
18/5/2022,Sabah,42,0,170,4337,0,5,2,10,25,2,0,32,8,0,2,0,11,11,6,4,6,0,2
18/5/2022,Sarawak,51,0,34,353,0,9,0,11,31,7,6,27,11,3,4,6,8,8,4,7,7,1,3
18/5/2022,Selangor,850,0,1153,10688,0,63,15,146,626,65,60,671,54,30,35,60,235,206,153,77,34,12,8
18/5/2022,Terengganu,19,0,55,347,0,1,0,8,10,0,1,16,2,0,0,1,8,4,4,0,1,0,1
18/5/2022,W.P. Kuala Lumpur,383,0,259,4114,0,23,4,70,286,20,29,305,29,6,14,29,110,98,60,37,16,11,2
18/5/2022,W.P. Labuan,5,0,1,38,0,-1,1,1,4,0,0,5,0,0,0,0,3,2,0,0,0,0,0
18/5/2022,W.P. Putrajaya,39,0,7,655,0,3,1,15,20,3,6,30,0,2,1,6,6,12,11,1,0,0,0
19/5/2022,Johor,62,0,169,2605,0,4,0,11,47,4,4,46,8,3,1,4,13,18,4,11,4,4,0
19/5/2022,Kedah,70,0,90,101,0,8,1,19,42,5,3,53,9,3,2,3,14,21,12,6,3,5,1
19/5/2022,Kelantan,17,0,49,166,0,3,0,6,8,1,2,11,3,0,1,2,3,2,5,1,2,1,0
19/5/2022,Melaka,111,0,55,1936,0,20,0,38,53,13,4,65,29,6,7,4,24,23,12,6,14,9,6
19/5/2022,Negeri Sembilan,98,0,117,1444,0,9,1,13,75,7,7,77,7,2,5,7,21,23,21,12,6,0,1
19/5/2022,Pahang,40,0,36,809,0,5,0,15,20,4,0,31,5,4,0,0,10,12,5,4,1,3,1
19/5/2022,Perak,125,0,138,1321,0,17,2,31,75,12,11,83,19,7,5,11,23,30,15,15,11,5,3
19/5/2022,Perlis,6,0,13,62,0,0,0,4,2,0,3,3,0,0,0,3,1,1,1,0,0,0,0
19/5/2022,Pulau Pinang,114,0,31,941,0,7,0,24,83,10,8,85,11,6,4,8,17,11,29,28,8,1,2
19/5/2022,Sabah,56,0,113,4280,0,8,0,15,33,2,2,45,7,1,1,2,10,16,13,6,3,3,1
19/5/2022,Sarawak,58,0,35,376,0,14,2,14,28,8,5,37,8,4,4,5,19,14,2,2,3,2,3
19/5/2022,Selangor,892,0,1157,10423,0,77,18,177,620,74,93,660,65,25,49,93,228,224,141,67,34,18,13
19/5/2022,Terengganu,11,0,35,323,0,2,0,5,4,2,0,8,1,2,0,0,2,5,0,1,0,0,1
19/5/2022,W.P. Kuala Lumpur,411,1,260,4263,0,38,6,53,314,32,22,341,16,15,17,22,132,123,62,24,9,7,0
19/5/2022,W.P. Labuan,7,0,1,44,0,1,0,0,6,0,0,7,0,0,0,0,3,4,0,0,0,0,0
19/5/2022,W.P. Putrajaya,46,0,4,697,0,1,2,14,29,3,4,38,1,1,2,4,7,18,10,3,0,1,0
20/5/2022,Johor,68,1,137,2534,0,6,1,15,46,5,6,45,11,3,2,6,12,17,10,6,5,4,2
20/5/2022,Kedah,86,0,120,67,0,7,2,27,50,6,10,61,9,4,2,10,17,23,11,10,5,2,2
20/5/2022,Kelantan,14,1,38,142,0,2,0,6,6,1,2,7,4,1,0,2,3,2,0,2,2,1,1
20/5/2022,Melaka,116,0,135,1917,0,14,0,25,77,10,7,81,18,9,1,7,34,25,13,9,6,7,5
20/5/2022,Negeri Sembilan,120,0,193,1371,0,8,2,36,74,9,24,77,10,4,5,24,24,16,21,16,5,2,3
20/5/2022,Pahang,30,0,48,791,0,4,0,8,18,2,1,24,3,0,2,1,6,11,4,3,2,1,0
20/5/2022,Perak,112,0,143,1289,0,11,3,39,59,11,7,73,21,2,9,7,34,16,9,14,13,4,4
20/5/2022,Perlis,11,0,7,66,0,4,0,3,4,4,0,7,0,2,2,0,2,3,1,1,0,0,0
20/5/2022,Pulau Pinang,119,0,156,903,0,9,0,20,90,14,6,87,12,3,11,6,10,15,39,23,7,5,0
20/5/2022,Sabah,63,0,67,4276,0,12,5,17,29,12,6,39,6,3,9,6,16,13,7,3,5,0,1
20/5/2022,Sarawak,50,1,69,357,0,14,0,9,27,7,2,33,7,6,1,2,4,13,7,9,3,0,4
20/5/2022,Selangor,786,0,1126,10082,0,80,15,170,521,92,84,558,50,35,57,84,197,177,120,64,30,12,8
20/5/2022,Terengganu,12,0,18,317,0,2,0,2,8,1,1,9,1,1,0,1,0,3,3,3,0,1,0
20/5/2022,W.P. Kuala Lumpur,405,0,327,4341,0,25,6,56,318,23,20,337,25,9,14,20,137,116,54,30,13,6,6
20/5/2022,W.P. Labuan,6,0,9,41,0,0,0,2,4,0,0,6,0,0,0,0,2,1,1,2,0,0,0
20/5/2022,W.P. Putrajaya,65,0,25,737,0,5,3,19,38,9,11,44,1,4,5,11,10,13,15,6,0,1,0
21/5/2022,Johor,85,0,111,2506,0,8,6,14,57,7,4,56,18,4,3,4,19,21,10,6,10,4,4
21/5/2022,Kedah,57,0,98,26,0,7,0,15,35,5,1,42,9,4,1,1,15,16,7,4,5,4,0
21/5/2022,Kelantan,11,0,28,125,0,5,0,1,5,1,0,7,2,1,0,0,2,1,2,2,1,0,1
21/5/2022,Melaka,108,0,13,2012,0,24,1,20,63,18,2,68,20,12,6,2,21,22,13,12,6,10,4
21/5/2022,Negeri Sembilan,125,0,287,1209,0,7,1,30,87,9,18,86,12,2,7,18,25,28,14,19,8,3,1
21/5/2022,Pahang,25,0,73,743,0,2,0,8,15,1,1,19,4,1,0,1,7,6,3,3,1,2,1
21/5/2022,Perak,98,0,175,1212,0,15,0,26,57,11,8,62,16,5,6,8,22,18,12,10,10,4,2
21/5/2022,Perlis,2,0,7,61,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
21/5/2022,Pulau Pinang,126,0,218,811,0,9,0,31,86,13,8,91,14,4,9,8,15,15,45,16,8,2,4
21/5/2022,Sabah,41,0,75,4241,0,8,0,15,18,5,4,32,0,2,3,4,14,8,5,5,0,0,0
21/5/2022,Sarawak,52,1,67,342,0,7,1,9,35,3,4,38,7,1,2,4,11,12,8,7,5,1,1
21/5/2022,Selangor,878,0,1216,9744,0,53,15,169,641,74,85,634,73,26,48,85,218,200,138,78,48,14,11
21/5/2022,Terengganu,12,0,40,289,0,3,2,5,2,3,1,8,0,0,3,1,3,1,4,0,0,0,0
21/5/2022,W.P. Kuala Lumpur,345,0,572,4114,0,16,5,49,275,16,23,282,21,4,12,23,124,96,44,18,11,8,2
21/5/2022,W.P. Labuan,1,0,0,42,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21/5/2022,W.P. Putrajaya,55,0,182,610,0,8,3,11,33,8,7,36,4,4,4,7,7,16,11,2,2,1,1
22/5/2022,Johor,69,1,164,2411,0,10,1,9,49,5,3,44,17,3,2,3,12,11,12,9,8,5,4
22/5/2022,Kedah,52,1,81,-4,0,8,1,12,31,9,2,32,9,4,5,2,10,8,11,3,4,4,1
22/5/2022,Kelantan,15,1,26,114,0,2,0,6,7,2,0,13,0,2,0,0,4,6,2,1,0,0,0
22/5/2022,Melaka,104,0,204,1912,0,12,2,26,64,8,3,70,23,6,2,3,28,28,7,7,8,7,8
22/5/2022,Negeri Sembilan,98,0,192,1115,0,9,1,30,58,9,13,70,6,2,7,13,24,23,15,8,5,0,1
22/5/2022,Pahang,22,0,56,709,0,2,0,7,13,3,2,15,2,1,2,2,4,7,2,2,2,0,0
22/5/2022,Perak,85,0,163,1134,1,11,1,17,56,7,4,54,20,3,4,4,19,20,6,9,9,7,4
22/5/2022,Perlis,6,0,9,58,0,1,1,2,2,2,0,3,1,1,1,0,1,1,0,1,0,1,0
22/5/2022,Pulau Pinang,140,0,135,816,0,19,0,22,99,26,4,91,19,7,19,4,13,16,43,19,11,6,2
22/5/2022,Sabah,43,0,56,4228,0,4,0,20,19,3,14,22,4,1,2,14,7,6,8,1,2,1,1
22/5/2022,Sarawak,35,0,55,322,0,11,1,2,21,5,1,20,9,2,3,1,3,7,6,4,3,1,5
22/5/2022,Selangor,768,0,1681,8830,0,57,25,147,539,86,60,557,65,23,63,60,208,169,113,67,34,18,13
22/5/2022,Terengganu,12,0,23,278,0,1,2,4,5,3,1,6,2,1,2,1,1,3,0,2,1,1,0
22/5/2022,W.P. Kuala Lumpur,331,0,454,3991,0,24,5,45,257,25,20,264,22,9,16,20,110,97,32,25,16,6,0
22/5/2022,W.P. Labuan,1,0,11,32,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22/5/2022,W.P. Putrajaya,36,0,79,567,0,5,3,8,20,7,6,23,0,3,4,6,7,11,4,1,0,0,0
23/5/2022,Johor,83,2,14,2480,0,9,1,13,60,7,1,56,19,4,3,1,18,15,13,10,11,4,4
23/5/2022,Kedah,55,0,60,-9,0,7,0,14,34,7,2,40,6,1,6,2,12,11,11,6,1,3,2
23/5/2022,Kelantan,13,0,18,109,0,3,0,5,5,1,2,6,4,0,1,2,2,1,3,0,1,1,2
23/5/2022,Melaka,86,0,136,1862,0,16,0,21,49,11,4,53,18,8,3,4,20,15,13,5,7,8,3
23/5/2022,Negeri Sembilan,63,0,208,970,0,5,0,19,39,2,12,46,3,0,2,12,15,10,16,5,2,1,0
23/5/2022,Pahang,12,1,58,663,0,1,0,2,9,1,0,10,1,1,0,0,3,3,1,3,0,0,1
23/5/2022,Perak,75,0,143,1066,0,7,3,20,45,7,7,46,15,3,4,7,11,9,13,13,6,7,2
23/5/2022,Perlis,1,0,7,52,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23/5/2022,Pulau Pinang,93,0,277,632,0,3,5,20,65,12,4,63,14,1,11,4,13,11,21,18,8,5,1
23/5/2022,Sabah,43,0,30,4241,0,2,1,13,27,1,5,30,7,0,1,5,7,11,8,4,2,2,3
23/5/2022,Sarawak,27,0,58,291,0,2,0,4,21,1,2,16,8,1,0,2,5,4,3,4,6,2,0
23/5/2022,Selangor,828,0,1276,8380,0,44,18,163,603,58,78,652,39,10,48,78,233,225,117,77,22,13,4
23/5/2022,Terengganu,13,0,15,276,0,2,1,2,8,2,0,11,0,1,1,0,4,4,3,0,0,0,0
23/5/2022,W.P. Kuala Lumpur,113,0,499,3605,0,11,0,18,84,8,5,81,19,5,3,5,23,35,14,9,12,5,2
23/5/2022,W.P. Labuan,1,0,18,15,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23/5/2022,W.P. Putrajaya,38,0,88,517,0,2,2,9,25,2,6,29,1,0,2,6,9,9,6,5,0,1,0
24/5/2022,Johor,56,4,34,2500,0,5,1,8,42,6,2,41,7,3,3,2,21,12,3,5,5,1,1
24/5/2022,Kedah,62,0,52,1,0,3,1,19,39,3,11,37,11,1,2,11,19,5,5,8,6,3,2
24/5/2022,Kelantan,13,0,21,101,0,4,0,3,6,2,1,6,4,0,2,1,0,2,3,1,3,1,0
24/5/2022,Melaka,104,0,73,1893,0,8,1,26,69,4,7,82,11,4,0,7,31,25,20,6,6,3,2
24/5/2022,Negeri Sembilan,118,0,162,926,0,13,2,26,77,14,17,80,7,6,8,17,26,22,18,14,5,1,1
24/5/2022,Pahang,19,2,58,624,0,1,0,7,11,1,0,13,5,1,0,0,6,2,4,1,3,2,0
24/5/2022,Perak,56,0,103,1019,0,11,1,17,27,11,5,31,9,9,2,5,9,3,12,7,3,2,4
24/5/2022,Perlis,2,0,6,48,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0
24/5/2022,Pulau Pinang,124,0,11,745,0,11,2,22,89,17,8,83,16,1,16,8,8,14,37,24,8,5,3
24/5/2022,Sabah,52,0,45,4248,0,5,1,22,24,0,11,33,8,0,0,11,11,11,7,4,2,2,4
24/5/2022,Sarawak,34,0,38,287,0,7,0,8,19,5,6,17,6,5,0,6,5,5,4,3,2,2,2
24/5/2022,Selangor,831,7,1086,8125,0,56,5,163,607,69,71,627,64,31,38,71,231,227,110,59,47,12,5
24/5/2022,Terengganu,13,4,17,272,0,2,1,4,6,3,0,8,2,2,1,0,5,2,1,0,2,0,0
24/5/2022,W.P. Kuala Lumpur,413,5,365,3653,0,31,8,70,304,37,31,322,23,13,24,31,103,116,74,29,13,9,1
24/5/2022,W.P. Labuan,1,0,0,16,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24/5/2022,W.P. Putrajaya,20,0,53,484,0,3,0,8,9,1,5,14,0,1,0,5,5,4,5,0,0,0,0
25/5/2022,Johor,72,2,10,2559,0,6,3,10,53,8,4,49,11,3,5,4,21,12,6,10,7,3,1
25/5/2022,Kedah,69,0,43,27,0,8,1,15,45,8,2,53,6,2,6,2,16,19,9,9,4,2,0
25/5/2022,Kelantan,8,0,16,93,0,0,0,4,4,0,0,6,2,0,0,0,0,0,3,3,2,0,0
25/5/2022,Melaka,99,0,221,1771,0,7,1,20,71,5,6,73,15,2,3,6,25,15,21,12,7,7,1
25/5/2022,Negeri Sembilan,114,0,110,930,0,7,3,36,68,10,19,73,12,2,8,19,25,26,12,10,9,2,1
25/5/2022,Pahang,20,1,26,618,0,2,0,9,9,2,0,16,2,2,0,0,4,2,4,6,2,0,0
25/5/2022,Perak,117,0,103,1033,1,15,1,29,72,13,6,81,17,4,9,6,33,18,17,13,10,2,5
25/5/2022,Perlis,1,0,5,44,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25/5/2022,Pulau Pinang,119,1,10,854,0,11,0,23,85,13,8,72,26,4,9,8,8,10,35,19,15,8,3
25/5/2022,Sabah,66,1,93,4220,0,12,2,20,32,7,11,42,5,2,5,11,18,9,10,5,2,1,2
25/5/2022,Sarawak,49,0,27,308,0,8,1,4,36,5,2,32,10,3,2,2,8,13,3,8,3,4,3
25/5/2022,Selangor,1272,0,1141,8255,0,64,21,226,961,79,104,1006,76,22,57,104,432,324,172,78,46,23,7
25/5/2022,Terengganu,14,6,29,257,0,1,0,0,13,0,0,11,3,0,0,0,2,3,1,5,1,1,1
25/5/2022,W.P. Kuala Lumpur,366,0,336,3683,0,23,3,61,279,20,29,288,21,9,11,29,117,103,42,26,10,6,5
25/5/2022,W.P. Labuan,6,0,7,15,0,1,0,1,4,0,0,5,1,0,0,0,0,3,0,2,0,0,1
25/5/2022,W.P. Putrajaya,38,1,15,507,0,2,3,7,26,3,7,26,2,0,3,7,2,7,12,5,1,1,0
26/5/2022,Johor,44,0,32,2569,0,2,0,8,34,1,4,35,4,0,1,4,15,9,6,5,2,1,1
26/5/2022,Kedah,36,0,42,21,0,5,0,7,24,5,1,25,5,3,2,1,6,9,6,4,2,3,0
26/5/2022,Kelantan,15,4,6,102,0,2,0,5,8,1,0,12,2,1,0,0,5,4,1,2,1,1,0
26/5/2022,Melaka,49,2,69,1751,0,3,0,14,32,4,3,36,6,3,1,3,7,16,9,4,3,1,2
26/5/2022,Negeri Sembilan,112,0,48,994,0,10,2,28,72,8,16,78,10,5,3,16,25,30,10,13,7,1,2
26/5/2022,Pahang,25,0,34,609,0,3,0,7,15,1,1,18,5,1,0,1,6,8,3,1,1,3,1
26/5/2022,Perak,109,0,84,1057,0,16,1,30,62,12,3,71,23,7,5,3,26,21,15,9,13,10,0
26/5/2022,Perlis,3,0,0,47,0,0,0,1,2,0,0,1,2,0,0,0,1,0,0,0,1,1,0
26/5/2022,Pulau Pinang,117,0,255,716,0,3,0,22,92,5,6,91,15,2,3,6,7,12,47,25,9,4,2
26/5/2022,Sabah,75,0,98,4197,0,8,1,25,41,7,14,44,10,1,6,14,10,11,15,8,3,6,1
26/5/2022,Sarawak,72,0,23,357,0,17,1,11,43,13,2,38,19,8,5,2,9,8,13,8,10,4,5
26/5/2022,Selangor,851,3,702,8404,0,93,6,143,609,61,51,694,43,17,44,51,258,280,94,62,29,9,5
26/5/2022,Terengganu,11,0,19,249,0,0,0,1,10,0,0,9,2,0,0,0,2,3,3,1,1,1,0
26/5/2022,W.P. Kuala Lumpur,274,0,370,3587,0,19,1,37,217,19,18,210,27,11,8,18,84,79,36,11,13,9,5
26/5/2022,W.P. Labuan,3,0,5,13,0,0,0,1,2,1,0,2,0,0,1,0,0,0,2,0,0,0,0
26/5/2022,W.P. Putrajaya,49,0,38,518,0,4,3,13,29,5,8,32,4,1,4,8,7,13,10,2,3,0,1
27/5/2022,Johor,44,1,162,2451,0,2,0,12,30,2,7,28,7,1,1,7,9,8,9,2,5,1,1
27/5/2022,Kedah,58,0,65,14,0,7,3,14,34,6,10,34,8,2,4,10,14,13,5,2,5,3,0
27/5/2022,Kelantan,11,0,17,96,0,1,1,3,6,1,1,7,2,1,0,1,4,2,1,0,1,1,0
27/5/2022,Melaka,62,0,64,1749,0,9,0,17,36,5,5,37,15,3,2,5,8,13,13,3,6,7,2
27/5/2022,Negeri Sembilan,125,0,117,1002,0,10,2,38,75,12,21,85,7,3,9,21,29,31,18,7,5,1,1
27/5/2022,Pahang,23,0,23,609,0,3,0,8,12,3,3,13,4,2,1,3,3,2,5,3,2,1,1
27/5/2022,Perak,121,1,76,1102,3,13,2,33,73,12,12,73,24,7,5,12,21,33,10,9,11,9,4
27/5/2022,Perlis,3,0,0,50,0,0,0,1,2,0,0,3,0,0,0,0,1,1,0,1,0,0,0
27/5/2022,Pulau Pinang,106,0,148,674,0,7,0,16,83,9,4,86,7,2,7,4,13,12,38,23,6,1,0
27/5/2022,Sabah,76,0,64,4209,0,9,0,26,41,8,8,55,5,0,8,8,21,17,6,11,2,2,1
27/5/2022,Sarawak,46,0,41,362,0,6,1,5,34,2,3,32,9,2,0,3,11,6,7,8,5,4,0
27/5/2022,Selangor,909,0,637,8674,0,115,16,170,608,122,72,616,99,59,63,72,175,189,179,73,56,28,15
27/5/2022,Terengganu,10,0,13,246,0,1,1,3,5,1,1,7,1,1,0,1,2,1,3,1,0,1,0
27/5/2022,W.P. Kuala Lumpur,221,2,221,3587,0,22,6,21,172,23,11,172,15,13,10,11,74,50,29,19,6,5,4
27/5/2022,W.P. Labuan,4,0,0,17,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,1,0
27/5/2022,W.P. Putrajaya,58,0,32,544,0,7,0,22,29,8,8,41,1,1,7,8,11,9,20,1,0,0,1
28/5/2022,Johor,52,1,35,2468,0,5,0,9,38,3,4,35,10,3,0,4,7,16,7,5,5,2,3
28/5/2022,Kedah,41,0,65,-10,0,6,2,11,22,7,2,28,4,4,3,2,10,6,8,4,3,1,0
28/5/2022,Kelantan,6,0,11,91,0,2,0,0,4,1,0,2,3,1,0,0,1,0,0,1,2,0,1
28/5/2022,Melaka,68,0,92,1725,0,1,0,32,35,1,28,38,1,0,1,28,19,5,9,5,0,0,1
28/5/2022,Negeri Sembilan,95,0,128,969,0,7,0,22,66,9,4,70,12,4,5,4,23,20,16,11,8,4,0
28/5/2022,Pahang,21,0,26,604,0,3,0,2,16,2,0,18,1,2,0,0,8,4,3,3,1,0,0
28/5/2022,Perak,78,0,78,1101,5,13,0,24,41,6,11,52,9,3,3,11,21,15,7,9,3,4,2
28/5/2022,Perlis,5,0,0,55,0,2,0,2,1,1,0,4,0,0,1,0,1,2,1,0,0,0,0
28/5/2022,Pulau Pinang,122,0,7,789,0,3,3,17,99,9,2,98,13,0,9,2,18,16,44,20,7,3,3
28/5/2022,Sabah,57,0,34,4232,0,8,0,22,27,6,8,39,4,2,4,8,18,11,10,0,1,2,1
28/5/2022,Sarawak,41,0,55,348,0,13,0,11,17,8,0,25,8,3,5,0,9,10,5,1,1,4,3
28/5/2022,Selangor,740,0,845,8568,0,55,15,162,508,63,71,548,58,26,37,71,191,187,111,59,42,11,5
28/5/2022,Terengganu,6,0,9,243,0,2,0,2,2,2,1,2,1,2,0,1,0,2,0,0,1,0,0
28/5/2022,W.P. Kuala Lumpur,282,0,383,3486,0,23,1,38,220,19,19,230,14,7,12,19,94,72,39,25,9,2,3
28/5/2022,W.P. Labuan,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/5/2022,W.P. Putrajaya,31,0,39,536,0,4,1,9,17,4,5,20,2,2,2,5,8,4,5,3,0,2,0
29/5/2022,Johor,47,2,17,2498,0,5,0,13,29,4,6,36,1,1,3,6,16,8,5,7,0,0,1
29/5/2022,Kedah,34,1,64,-40,0,3,1,8,22,3,1,26,4,1,2,1,4,8,6,8,2,2,0
29/5/2022,Kelantan,5,0,12,84,0,0,0,0,5,0,0,4,1,0,0,0,1,1,2,0,1,0,0
29/5/2022,Melaka,34,0,75,1684,0,0,0,9,25,0,2,27,5,0,0,2,12,8,3,4,3,1,1
29/5/2022,Negeri Sembilan,42,0,97,914,0,4,0,14,24,3,7,30,2,2,1,7,6,13,7,4,0,1,1
29/5/2022,Pahang,13,0,38,579,0,1,0,5,7,0,0,10,3,0,0,0,4,2,3,1,1,1,1
29/5/2022,Perak,81,0,84,1097,3,11,1,23,46,9,4,50,18,6,3,4,26,8,8,8,8,6,4
29/5/2022,Perlis,4,0,1,57,0,0,0,4,0,0,0,3,1,0,0,0,0,2,1,0,0,1,0
29/5/2022,Pulau Pinang,90,0,118,761,0,4,1,15,70,9,4,64,13,3,6,4,5,13,28,18,11,1,1
29/5/2022,Sabah,39,0,62,4209,0,4,0,9,26,0,1,34,3,0,0,1,16,7,6,5,2,1,0
29/5/2022,Sarawak,27,0,53,320,0,2,0,1,24,0,0,20,6,0,0,0,7,7,4,2,3,2,1
29/5/2022,Selangor,520,0,890,8197,0,39,7,109,365,51,55,370,39,21,30,55,115,119,91,45,27,10,2
29/5/2022,Terengganu,4,0,7,240,0,2,0,1,1,1,0,3,0,1,0,0,0,2,0,1,0,0,0
29/5/2022,W.P. Kuala Lumpur,185,0,410,3261,0,14,6,15,150,17,5,144,17,3,14,5,37,65,23,19,12,3,2
29/5/2022,W.P. Labuan,1,0,1,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29/5/2022,W.P. Putrajaya,29,0,46,519,0,5,0,6,18,5,3,21,0,4,1,3,2,10,6,3,0,0,0
30/5/2022,Johor,51,0,42,2507,0,9,2,6,34,7,0,30,13,3,4,0,12,8,7,3,5,7,1
30/5/2022,Kedah,50,0,87,-79,0,7,3,19,21,6,4,29,11,3,3,4,9,4,9,7,6,3,2
30/5/2022,Kelantan,13,0,9,88,0,3,0,6,4,2,3,7,1,1,1,3,2,2,1,2,1,0,0
30/5/2022,Melaka,41,0,30,1694,0,7,0,15,19,6,4,26,5,4,2,4,7,10,5,4,4,1,0
30/5/2022,Negeri Sembilan,48,0,117,844,0,4,1,13,30,4,7,34,3,4,0,7,12,15,5,2,2,1,0
30/5/2022,Pahang,13,0,30,562,0,2,0,7,4,2,1,9,1,2,0,1,1,5,1,2,0,1,0
30/5/2022,Perak,82,0,116,1063,0,18,1,15,48,14,5,47,16,9,5,5,16,15,10,6,7,8,1
30/5/2022,Perlis,3,0,12,48,0,0,0,3,0,0,1,2,0,0,0,1,0,1,0,1,0,0,0
30/5/2022,Pulau Pinang,94,0,106,749,0,6,1,17,70,8,3,66,17,2,6,3,7,9,33,17,12,2,3
30/5/2022,Sabah,41,1,67,4183,0,4,0,9,28,2,2,29,8,1,1,2,6,11,10,2,5,3,0
30/5/2022,Sarawak,14,0,48,286,0,2,0,1,11,0,0,13,1,0,0,0,4,4,3,2,0,0,1
30/5/2022,Selangor,611,1,787,8021,0,64,6,99,442,53,53,445,57,22,31,53,152,142,107,44,29,18,10
30/5/2022,Terengganu,11,0,12,239,0,3,0,2,6,1,0,10,0,1,0,0,4,2,3,1,0,0,0
30/5/2022,W.P. Kuala Lumpur,218,0,407,3072,0,18,0,41,159,13,25,167,13,4,9,25,54,66,29,18,8,3,2
30/5/2022,W.P. Labuan,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/5/2022,W.P. Putrajaya,35,0,65,489,0,1,1,16,17,4,6,25,0,1,3,6,9,10,4,2,0,0,0
31/5/2022,Johor,29,0,71,2464,0,1,0,1,27,2,0,27,0,0,2,0,5,18,2,2,0,0,0
31/5/2022,Kedah,45,0,56,-92,0,8,0,13,24,6,5,31,3,3,3,5,10,12,3,6,2,0,1
31/5/2022,Kelantan,15,2,11,92,0,1,0,9,5,3,2,6,4,0,3,2,3,0,2,1,2,2,0
31/5/2022,Melaka,43,1,106,1631,0,9,0,7,27,4,4,30,4,3,1,4,9,12,4,5,0,3,1
